#SampleID	qiita_host_age	age
2024.final.MNIH41N.BFG10X.O	24.0	24.0
10317.000031497	48.0	48.0
10317.000003030	32.0	32.0
550.L6S278.s.6.sequence	32.95	32.95
10317.000012340	59.0	59.0
10317.000012341	72.0	72.0
1841.T21094	23.0	23.0
10317.000040545	39.0	39.0
1841.T21091	27.0	27.0
10317.000003819	53.0	53.0
1841.T21093	21.0	21.0
10317.000002841	38.0	38.0
550.L6S191.s.6.sequence	32.7	32.7
2024.final.MNIH59N.BFG10K.O	20.0	20.0
11052.2.4.14.rk.t	37.252	37.252
550.L5S239.s.5.sequence	31.95	31.95
2024.visit3.MNIH86NP.BFD10U.O	25.0	25.0
11052.2.16.14.rk.t	37.285	37.285
10317.000003367	72.0	72.0
1841.T20929	21.0	21.0
1841.T20924	22.0	22.0
1841.T20922	28.0	28.0
2024.visit4.MNIH18UP.BFE10W.O	22.0	22.0
1841.T20525	20.0	20.0
550.L5S198.s.5.sequence	33.52	33.52
2024.visit1.MNIH85NP.BFB113.O	20.0	20.0
2024.final.MNIH49N.BFG10M.O	22.0	22.0
2202.Saliva159	26.0	26.0
2202.Saliva158	26.0	26.0
10317.000002445	55.0	55.0
2202.Saliva151	26.0	26.0
2202.Saliva150	26.0	26.0
2202.Saliva153	26.0	26.0
2202.Saliva152	26.0	26.0
10317.000011377	34.0	34.0
2202.Saliva154	26.0	26.0
2202.Saliva157	26.0	26.0
11052.1.25.14.rk.t	37.0	37.0
11052.3.31.14.rk.t	37.403	37.403
10317.000013967	42.0	42.0
1841.T20852	22.0	22.0
1841.T20853	22.0	22.0
1841.T20851	21.0	21.0
1841.T20857	23.0	23.0
1841.T20322	19.0	19.0
550.L6S225.s.6.sequence	32.8	32.8
550.L6S275.s.6.sequence	32.94	32.94
2202.Saliva85	26.0	26.0
550.L6S33.s.6.sequence	32.22	32.22
10317.000069067	29.0	29.0
2202.Saliva19	26.0	26.0
2202.Saliva18	26.0	26.0
2202.Saliva271	26.0	26.0
2202.Saliva11	26.0	26.0
2202.Saliva10	26.0	26.0
2202.Saliva13	26.0	26.0
2202.Saliva12	26.0	26.0
2202.Saliva15	26.0	26.0
2010.3049	31.0	31.0
2202.Saliva16	26.0	26.0
1841.T21316	21.0	21.0
1841.T21317	22.0	22.0
1841.T21314	25.0	25.0
550.L6S248.s.6.sequence	32.86	32.86
550.L6S261.s.6.sequence	32.9	32.9
1841.T21310	21.0	21.0
1841.T21311	26.0	26.0
550.L5S272.s.5.sequence	32.06	32.06
550.L5S263.s.5.sequence	32.02	32.02
550.L6S130.s.6.sequence	32.52	32.52
1774.12.Oral.Puer	24.0	24.0
2024.visit5.MNIH31U.BFL10W.O	23.0	23.0
2010.2243	23.0	23.0
10317.000013874	21.0	21.0
2024.visit3.MNIH90NP.BFD10X.O	25.0	25.0
10317.000007040	32.0	32.0
10317.000072303	41.0	41.0
2024.visit5.MNIH57N.BFL113.O	24.0	24.0
1841.T20214	21.0	21.0
1841.T20215	20.0	20.0
11052.10.5.13.rk.t	36.0	36.0
1841.T20217	20.0	20.0
11052.11....13.rk.t	36.0	36.0
10317.000005237	55.0	55.0
11052.3.8.14.rk.t	37.34	37.34
550.L5S122.s.5.sequence	33.2	33.2
1841.T21451	20.0	20.0
550.L6S19.s.6.sequence	32.18	32.18
1774.61Oral24.10.09	35.0	35.0
10317.000068983	34.0	34.0
1841.T20213	22.0	22.0
550.L6S256.s.6.sequence	32.89	32.89
550.L5S180.s.5.sequence	33.48	33.48
1841.T21408	22.0	22.0
1841.T21403	23.0	23.0
2024.visit2.MNIH20UP.BFC10Y.O	20.0	20.0
1841.T21406	22.0	22.0
2024.visit3.MNIH01UP.BFD10N.O	21.0	21.0
10317.000013879	21.0	21.0
1841.T20689	21.0	21.0
1841.T20688	22.0	22.0
2024.visit1.MNIH14UP.BFB10U.O	18.0	18.0
550.L5S211.s.5.sequence	33.57	33.57
1841.T20683	20.0	20.0
550.L6S88.s.6.sequence	32.4	32.4
1841.T20681	36.0	36.0
1774.26Oral22.10.09	28.0	28.0
1841.T20687	20.0	20.0
10317.000005647	65.0	65.0
1841.T20685	21.0	21.0
1841.T20684	20.0	20.0
1841.T20356	22.0	22.0
2024.final.MNIH52N.BFG10F.O	22.0	22.0
2024.visit4.MNIH41N.BFE101.O	24.0	24.0
10317.000048955	40.0	40.0
1841.T20295	22.0	22.0
550.L5S271.s.5.sequence	32.06	32.06
1841.T21531	22.0	22.0
10317.000009092	35.0	35.0
10317.000002413	28.0	28.0
10317.000009161	66.0	66.0
10317.000023757	63.0	63.0
550.L6S313.s.6.sequence	33.06	33.06
550.L6S142.s.6.sequence	32.56	32.56
550.L5S105.s.5.sequence	33.16	33.16
1774.353.Oral.Puer	47.0	47.0
10317.000035444	46.0	46.0
1841.T20646	21.0	21.0
1841.T20358	37.0	37.0
10317.000052298	79.0	79.0
2024.visit2.MNIH60N.BFC10B.O	20.0	20.0
1841.T20643	20.0	20.0
10317.000009041	45.0	45.0
11052.10.28.13.rk.t	36.0	36.0
2202.Saliva86	26.0	26.0
10317.000065481	63.0	63.0
10317.000069857	35.0	35.0
1841.T20069	18.0	18.0
11052.10.2.13.rk.t	36.0	36.0
10317.000069858	35.0	35.0
550.L6S106.s.6.sequence	32.45	32.45
10317.000022446	51.0	51.0
10317.000079770	18.0	18.0
1841.T20598	21.0	21.0
1841.T20597	20.0	20.0
1841.T20593	20.0	20.0
10317.000038219	77.0	77.0
550.L6S305.s.6.sequence	33.03	33.03
1841.T20948	30.0	30.0
10317.000042900	59.0	59.0
2024.visit5.MNIH39U.BFL10T.O	39.0	39.0
10317.000049820	23.0	23.0
2024.visit2.MNIH83NP.BFC106.O	24.0	24.0
2010.1726	22.0	22.0
1841.T20267	37.0	37.0
550.L6S286.s.6.sequence	32.97	32.97
550.L6S105.s.6.sequence	32.45	32.45
550.L5S98.s.5.sequence	33.14	33.14
2024.visit1.MNIH06UP.BFB11M.O	36.0	36.0
550.L6S219.s.6.sequence	32.78	32.78
1841.T20467	18.0	18.0
550.L6S101.s.6.sequence	32.44	32.44
1841.T20469	27.0	27.0
10317.000002251	72.0	72.0
1841.T20261	30.0	30.0
11052.4.5.14.rk.t	37.416	37.416
10317.000028573	50.0	50.0
11052.11.2.13.rk.t	36.0	36.0
1841.T20945	20.0	20.0
2024.visit1.MNIH87NP.BFB115.O	25.0	25.0
10317.000013866	21.0	21.0
1841.T20947	37.0	37.0
550.L6S70.s.6.sequence	32.34	32.34
550.L5S129.s.5.sequence	33.25	33.25
1841.T20394	37.0	37.0
10317.000003033	41.0	41.0
1841.T20820	21.0	21.0
10317.000005891	55.0	55.0
550.L6S212.s.6.sequence	32.76	32.76
550.L6S55.s.6.sequence	32.3	32.3
10052.MG.O50	22.0	22.0
10052.MG.O51	19.0	19.0
1841.T20390	25.0	25.0
2024.final.MNIH64O.BFG11C.O	25.0	25.0
10317.000005649	65.0	65.0
1841.T21086	20.0	20.0
2202.Saliva170	26.0	26.0
11052.3.19.13.rk.t	36.0	36.0
1841.T21083	20.0	20.0
1841.T21081	27.0	27.0
10317.000063324	36.0	36.0
2024.visit5.MNIH02UP.BFL103.O	19.0	19.0
1841.T20829	20.0	20.0
1841.T21088	22.0	22.0
11052.1.16.14.rk.t	37.2	37.2
2024.visit1.MNIH01UP.BFB11S.O	21.0	21.0
10317.000068654	23.0	23.0
1841.T20397	25.0	25.0
1841.T21120	21.0	21.0
2202.Saliva223	26.0	26.0
1841.T20896	21.0	21.0
10317.000067226	28.0	28.0
10317.000002868	63.0	63.0
1841.T20285	20.0	20.0
550.L6S304.s.6.sequence	33.02	33.02
1841.T20913	30.0	30.0
2024.visit2.MNIH62O.BFC10G.O	31.0	31.0
1841.T20917	21.0	21.0
1841.T20892	20.0	20.0
1841.T20919	30.0	30.0
2024.visit5.MNIH34U.BFL116.O	22.0	22.0
1841.T20893	21.0	21.0
10317.000020707	37.0	37.0
550.L6S85.s.6.sequence	32.39	32.39
10317.000049765	66.0	66.0
2202.Saliva174	26.0	26.0
550.L5S244.s.5.sequence	31.97	31.97
2024.visit5.MNIH49N.BFL106.O	22.0	22.0
10317.000028941	45.0	45.0
1774.66Oral24.10.09	29.0	29.0
10317.000079412	47.0	47.0
2202.Saliva182	26.0	26.0
2202.Saliva183	26.0	26.0
1841.T20865	23.0	23.0
2202.Saliva181	26.0	26.0
2202.Saliva186	26.0	26.0
2202.Saliva187	26.0	26.0
2202.Saliva184	26.0	26.0
2202.Saliva185	26.0	26.0
1841.T20749	21.0	21.0
2202.Saliva188	26.0	26.0
550.L5S212.s.5.sequence	33.57	33.57
1841.T20869	23.0	23.0
1841.T20898	21.0	21.0
11052.11.25.13.rk.t	37.0	37.0
550.L6S244.s.6.sequence	32.85	32.85
550.L5S210.s.5.sequence	33.56	33.56
1841.T20899	20.0	20.0
1841.T20238	55.0	55.0
11052.3.3.14.rk.t	37.326	37.326
1841.T20725	20.0	20.0
550.L5S219.s.5.sequence	33.61	33.61
2024.birth.MNIH60N.BFF117.O	20.0	20.0
2024.visit1.MNIH97NP.BFB11J.O	28.0	28.0
10317.000048363	23.0	23.0
11052.2.27.14.rk.t	37.315	37.315
1841.T20729	36.0	36.0
1841.T21235	25.0	25.0
1774.221.Oral.Puer	35.0	35.0
10317.000004873	44.0	44.0
1841.T21320	20.0	20.0
1841.T21327	22.0	22.0
1841.T21325	21.0	21.0
1841.T20686	22.0	22.0
10317.000005259	28.0	28.0
550.L5S140.s.5.sequence	33.28	33.28
10317.000023039	59.0	59.0
10317.000004062	67.0	67.0
10317.000063384	40.0	40.0
1841.T20265	20.0	20.0
550.L6S95.s.6.sequence	32.42	32.42
10317.000072331	42.0	42.0
10317.000063419	36.0	36.0
2202.Saliva252	26.0	26.0
1841.T20283	20.0	20.0
11052.3.14.14.rk.t	37.0	37.0
550.L5S283.s.5.sequence	32.1	32.1
11052.3.6.14.rk.t	37.334	37.334
10317.000005220	40.0	40.0
550.L5S257.s.5.sequence	32.0	32.0
1841.T20842	20.0	20.0
2202.Saliva251	26.0	26.0
2202.Saliva256	26.0	26.0
11052.3.30.14.rk.t	37.4	37.4
10317.000066566	27.0	27.0
2202.Saliva257	26.0	26.0
550.L5S254.s.5.sequence	31.99	31.99
11052.1.26.14.rk.t	37.227	37.227
2024.final.MNIH97NP.BFG10R.O	28.0	28.0
1841.T21436	22.0	22.0
11052.12.25.13.rk.t	37.0	37.0
1841.T21433	22.0	22.0
2202.Saliva258	26.0	26.0
2010.2651	26.0	26.0
2024.visit3.MNIH88NP.BFD10V.O	27.0	27.0
1841.T21207	55.0	55.0
10317.000048391	21.0	21.0
1841.T20699	41.0	41.0
2010.2026	34.0	34.0
10317.000005072	62.0	62.0
1841.T20694	23.0	23.0
1841.T20696	22.0	22.0
1841.T20697	20.0	20.0
1841.T20690	21.0	21.0
1841.T20691	23.0	23.0
1841.T21201	20.0	20.0
1841.T20728	22.0	22.0
10317.000002771	60.0	60.0
1841.T21230	32.0	32.0
1841.T21425	20.0	20.0
1841.T20889	29.0	29.0
550.L6S245.s.6.sequence	32.86	32.86
10317.000047145	44.0	44.0
550.L6S118.s.6.sequence	32.48	32.48
1841.T21509	23.0	23.0
1841.T21508	21.0	21.0
1841.T20057	22.0	22.0
11052.12.20.13.rk.t	37.0	37.0
11052.4.3.14.rk.t	37.411	37.411
1841.T20580	22.0	22.0
1841.T20581	20.0	20.0
1841.T20583	23.0	23.0
550.L6S310.s.6.sequence	33.04	33.04
11052.3.27.14.rk.t	37.392	37.392
10317.000012312	46.0	46.0
1841.T20589	21.0	21.0
10317.000036681	35.0	35.0
550.L6S37.s.6.sequence	32.25	32.25
550.L5S102.s.5.sequence	33.15	33.15
10317.000015251	34.0	34.0
11052.3.9.14.rk.t	37.342	37.342
10317.000005164	60.0	60.0
10317.000013418	66.0	66.0
2024.visit3.MNIH49N.BFD103.O	22.0	22.0
550.L5S281.s.5.sequence	32.09	32.09
1841.T20438	19.0	19.0
550.L6S52.s.6.sequence	32.29	32.29
2024.visit3.MNIH48N.BFD10H.O	30.0	30.0
10317.000002864	63.0	63.0
1841.T21429	20.0	20.0
1841.T20677	20.0	20.0
1841.T20674	20.0	20.0
1841.T20678	21.0	21.0
2202.Saliva90	26.0	26.0
10317.000009641	85.0	85.0
2010.2827	23.0	23.0
2024.visit1.MNIH96NP.BFB11K.O	22.0	22.0
1841.T20477	18.0	18.0
1841.T20470	27.0	27.0
1841.T20478	19.0	19.0
2024.birth.MNIH84NP.BFF104.O	22.0	22.0
2024.visit4.MNIH51N.BFE10Y.O	21.0	21.0
550.L6S250.s.6.sequence	32.87	32.87
2010.1616	28.0	28.0
1841.T20587	22.0	22.0
10317.000020766	50.0	50.0
10317.000012330	48.0	48.0
2024.visit1.MNIH20UP.BFB104.O	20.0	20.0
10317.000023964	37.0	37.0
2024.visit3.MNIH52N.BFD104.O	22.0	22.0
10317.000002259	52.0	52.0
2202.Saliva160	26.0	26.0
1841.T21287	25.0	25.0
11052.1.28.14.rk.t	37.233	37.233
1774.436.Oral.Puer	20.0	20.0
550.L6S126.s.6.sequence	32.51	32.51
550.L5S145.s.5.sequence	33.3	33.3
10317.000003027	44.0	44.0
550.L6S216.s.6.sequence	32.77	32.77
1841.T20308	22.0	22.0
2024.visit1.MNIH83NP.BFB111.O	24.0	24.0
11052.11.21.13.rk.t	37.0	37.0
1841.T20309	21.0	21.0
2202.Saliva155	26.0	26.0
11052.11.14.13.rk.t	36.0	36.0
10317.000005813	31.0	31.0
10317.000005812	32.0	32.0
2024.visit2.MNIH96NP.BFC11M.O	22.0	22.0
10317.000003166	56.0	56.0
550.L6S15.s.6.sequence	32.17	32.17
550.L5S286.s.5.sequence	32.11	32.11
1774.298.Oral.Puer	56.0	56.0
550.L6S116.s.6.sequence	32.48	32.48
550.L5S170.s.5.sequence	33.45	33.45
2024.visit2.MNIH45N.BFC10X.O	19.0	19.0
550.L6S326.s.6.sequence	33.15	33.15
10317.000003949	51.0	51.0
1841.T21189	32.0	32.0
1841.T21188	33.0	33.0
1841.T21187	21.0	21.0
1841.T21185	25.0	25.0
1841.T21184	24.0	24.0
1841.T21183	20.0	20.0
1841.T21182	33.0	33.0
1841.T21181	33.0	33.0
1841.T21180	33.0	33.0
1841.T20904	28.0	28.0
1841.T20905	22.0	22.0
1841.T20902	33.0	33.0
1841.T20903	32.0	32.0
10317.000020604	36.0	36.0
11052.2.22.14.rk.t	37.301	37.301
1841.T20909	21.0	21.0
10317.000002037	30.0	30.0
1841.T20219	21.0	21.0
550.L6S113.s.6.sequence	32.47	32.47
10317.000049805	66.0	66.0
10317.000079784	21.0	21.0
10317.000079789	21.0	21.0
11052.4.4.14.rk.t	37.414	37.414
2202.Saliva198	26.0	26.0
2202.Saliva194	26.0	26.0
2202.Saliva191	26.0	26.0
2202.Saliva193	26.0	26.0
2202.Saliva192	26.0	26.0
11052.3.29.14.rk.t	37.0	37.0
550.L6S50.s.6.sequence	32.29	32.29
11052.2.8.14.rk.t	37.263	37.263
550.L5S201.s.5.sequence	33.53	33.53
550.L6S230.s.6.sequence	32.81	32.81
10317.000063192	38.0	38.0
2024.final.MNIH57N.BFG10N.infant.O	24.0	24.0
2024.visit4.MNIH86NP.BFE10M.O	25.0	25.0
2202.Saliva171	26.0	26.0
1841.T21052	23.0	23.0
1841.T21055	23.0	23.0
550.L5S111.s.5.sequence	33.17	33.17
550.L6S89.s.6.sequence	32.4	32.4
2024.visit5.MNIH06UP.BFL10Q.O	36.0	36.0
10317.000026058	60.0	60.0
10317.000013731	45.0	45.0
10317.000033567	25.0	25.0
1841.T21335	22.0	22.0
1841.T21330	20.0	20.0
1841.T21333	20.0	20.0
11052.3.13.14.rk.t	37.353	37.353
10317.000009367	72.0	72.0
10317.000036449	26.0	26.0
11052.1.23.14.rk.t	37.0	37.0
10317.000069139	34.0	34.0
2202.Saliva169	26.0	26.0
1841.T20279	21.0	21.0
1841.T20276	25.0	25.0
550.L6S165.s.6.sequence	32.63	32.63
10317.000007090	21.0	21.0
1841.T20273	21.0	21.0
1841.T21420	23.0	23.0
550.L6S217.s.6.sequence	32.77	32.77
10317.000017689	50.0	50.0
1841.T21423	19.0	19.0
2010.1664	22.0	22.0
11052.12.21.13.rk.t	37.0	37.0
10317.000023075	18.0	18.0
11052.2.10.14.rk.tA	37.0	37.0
11052.2.10.14.rk.tB	37.0	37.0
550.L6S207.s.6.sequence	32.75	32.75
10317.000013512	68.0	68.0
11052.10.19.13.rk.t	36.0	36.0
550.L6S187.s.6.sequence	32.69	32.69
2024.birth.MNIH94NP.BFF100.O	21.0	21.0
550.L6S223.s.6.sequence	32.8	32.8
10317.000005082	33.0	33.0
10317.000069031	22.0	22.0
1841.T20592	23.0	23.0
1841.T20591	21.0	21.0
2024.visit1.MNIH61O.BFB10F.O	36.0	36.0
550.L5S97.s.5.sequence	33.13	33.13
10317.000048383	59.0	59.0
10317.000004239	58.0	58.0
10317.000027728	63.0	63.0
550.L5S131.s.5.sequence	33.26	33.26
10317.000004865	53.0	53.0
2024.birth.MNIH55N.BFF109.O	34.0	34.0
10317.000007761	37.0	37.0
10317.000013888	19.0	19.0
550.L5S155.s.5.sequence	33.38	33.38
10317.000074719	22.0	22.0
550.L6S252.s.6.sequence	32.88	32.88
11052.2.23.14.rk.t	37.304	37.304
1841.T20233	30.0	30.0
2024.visit3.MNIH58N.BFD10F.O	18.0	18.0
10317.000017757	70.0	70.0
1841.T20231	21.0	21.0
1841.T21510	20.0	20.0
1841.T21511	41.0	41.0
1841.T21512	41.0	41.0
550.L5S143.s.5.sequence	33.29	33.29
1841.T20066	19.0	19.0
550.L6S146.s.6.sequence	32.57	32.57
550.L6S154.s.6.sequence	32.6	32.6
2024.visit2.MNIH34U.BFC11N.O	22.0	22.0
10317.000011360	74.0	74.0
10317.000048370	30.0	30.0
10317.000069115	29.0	29.0
2010.1446	25.0	25.0
10317.000007021	25.0	25.0
10317.000009756	25.0	25.0
11052.10.9.13.rk.t	36.0	36.0
2202.Saliva200	26.0	26.0
550.L5S169.s.5.sequence	33.45	33.45
2024.visit1.MNIH55N.BFB10I.O	34.0	34.0
11052.11.19.13.rk.t	37.0	37.0
11052.12.8.13.rk.t	37.0	37.0
550.L6S167.s.6.sequence	32.63	32.63
2202.Saliva238	26.0	26.0
10317.000015454	45.0	45.0
11052.12.15.13.rk.t	37.0	37.0
1841.T20282	21.0	21.0
1841.T20984	21.0	21.0
2024.visit1.MNIH99NP.BFB11Q.O	26.0	26.0
10317.000007135	21.0	21.0
10317.000007134	21.0	21.0
10317.000007130	39.0	39.0
10317.000007133	21.0	21.0
10317.000007132	21.0	21.0
550.L5S156.s.5.sequence	33.39	33.39
1774.397.Oral.Puer	57.0	57.0
2024.birth.MNIH54N.BFF103.O	28.0	28.0
550.L5S194.s.5.sequence	33.51	33.51
1774.L501.Oral.Puer	22.0	22.0
2024.visit5.MNIH96NP.BFL10S.O	22.0	22.0
1841.T20983	32.0	32.0
2024.visit3.MNIH83NP.BFD11C.O	24.0	24.0
1841.T20644	23.0	23.0
2024.visit5.MNIH81NP.BFL10V.O	20.0	20.0
1841.T20640	20.0	20.0
550.L6S26.s.6.sequence	32.2	32.2
550.L5S132.s.5.sequence	33.26	33.26
1841.T20649	21.0	21.0
11052.3.2.14.rk.t	37.323	37.323
1841.T20480	27.0	27.0
550.L6S90.s.6.sequence	32.41	32.41
10317.000015063	71.0	71.0
550.L5S141.s.5.sequence	33.29	33.29
1841.T20509	23.0	23.0
1841.T20286	21.0	21.0
2024.visit1.MNIH62O.BFB10W.O	31.0	31.0
550.L5S115.s.5.sequence	33.18	33.18
2010.1419	35.0	35.0
550.L5S261.s.5.sequence	32.01	32.01
1841.T20726	21.0	21.0
10317.000041370	42.0	42.0
11052.1.5.14.rk.t	37.17	37.17
10317.000028148	69.0	69.0
10317.000066828	29.0	29.0
1841.T20669	29.0	29.0
2024.visit2.MNIH43N.BFC10T.O	29.0	29.0
550.L6S129.s.6.sequence	32.52	32.52
10317.000003950	51.0	51.0
10317.000006971	61.0	61.0
550.L6S194.s.6.sequence	32.71	32.71
1841.T20963	19.0	19.0
550.L6S121.s.6.sequence	32.49	32.49
550.L6S181.s.6.sequence	32.67	32.67
1774.56Oral23.10.09	23.0	23.0
550.L6S79.s.6.sequence	32.37	32.37
1841.T20254	19.0	19.0
550.L6S239.s.6.sequence	32.84	32.84
10317.000032934	50.0	50.0
2024.visit4.MNIH16UP.BFE10D.O	18.0	18.0
10317.000049133	49.0	49.0
1841.T20882	20.0	20.0
11052.2.6.14.rk.t	37.258	37.258
10317.000002207	53.0	53.0
550.L6S60.s.6.sequence	32.32	32.32
550.L6S226.s.6.sequence	32.8	32.8
2024.visit4.MNIH59N.BFE105.O	20.0	20.0
550.L5S149.s.5.sequence	33.33	33.33
1841.T20969	20.0	20.0
10317.000007676	44.0	44.0
10317.000007674	40.0	40.0
1774.254.Oral.Puer	31.0	31.0
2024.visit2.MNIH54N.BFC10R.O	28.0	28.0
2202.Saliva218	26.0	26.0
1841.T21190	26.0	26.0
1841.T21191	30.0	30.0
1841.T21192	28.0	28.0
1841.T21194	25.0	25.0
1841.T21195	24.0	24.0
1841.T21197	55.0	55.0
10317.000020343	72.0	72.0
2202.Saliva201	26.0	26.0
10317.000035233	69.0	69.0
550.L5S110.s.5.sequence	33.17	33.17
10317.000005162	29.0	29.0
10317.000049744	64.0	64.0
2202.Saliva202	26.0	26.0
550.L6S3.s.6.sequence	32.12	32.12
11052.1.31.14.rk.t	37.241	37.241
1841.T20809	21.0	21.0
1841.T20805	21.0	21.0
1841.T20804	21.0	21.0
1841.T20807	41.0	41.0
1841.T20801	20.0	20.0
1841.T20800	20.0	20.0
1841.T21159	21.0	21.0
2202.Saliva209	26.0	26.0
10317.000006788	62.0	62.0
1841.T21280	25.0	25.0
2010.1401	27.0	27.0
10317.000005429	36.0	36.0
550.L5S144.s.5.sequence	33.29	33.29
10317.000009674	51.0	51.0
2202.Saliva298	26.0	26.0
2024.visit4.MNIH81NP.BFE10H.O	20.0	20.0
2010.3010	31.0	31.0
550.L6S107.s.6.sequence	32.45	32.45
550.L5S208.s.5.sequence	33.55	33.55
1841.T21045	20.0	20.0
550.L5S204.s.5.sequence	33.54	33.54
2024.visit5.MNIH87NP.BFL10U.O	25.0	25.0
1841.T20243	28.0	28.0
1841.T20242	32.0	32.0
2202.Saliva276	26.0	26.0
1841.T20240	21.0	21.0
2202.Saliva272	26.0	26.0
1841.T20244	22.0	22.0
2202.Saliva278	26.0	26.0
2024.final.MNIH92NP.BFG10Y.O	31.0	31.0
550.L6S202.s.6.sequence	32.73	32.73
1841.T20074	27.0	27.0
10317.000023058	73.0	73.0
2202.Saliva116	26.0	26.0
11052.3.23.14.rk.t	37.381	37.381
1841.T21216	28.0	28.0
550.L5S121.s.5.sequence	33.2	33.2
2024.visit1.MNIH81NP.BFB10X.O	20.0	20.0
550.L6S178.s.6.sequence	32.66	32.66
1841.T21455	22.0	22.0
11052.10.22.13.rk.t	36.0	36.0
10317.000022188	56.0	56.0
2010.2293	23.0	23.0
550.L6S294.s.6.sequence	32.99	32.99
1774.463.Oral.Puer	30.0	30.0
2024.visit5.MNIH90NP.BFL10F.O	25.0	25.0
550.L6S317.s.6.sequence	33.07	33.07
2202.Saliva2	26.0	26.0
550.L5S175.s.5.sequence	33.46	33.46
10317.000052300	35.0	35.0
550.L5S157.s.5.sequence	33.39	33.39
2024.birth.MNIH97NP.BFF10L.O	28.0	28.0
10317.000052308	73.0	73.0
550.L6S172.s.6.sequence	32.65	32.65
10317.000003551	71.0	71.0
1841.T21043	22.0	22.0
550.L5S199.s.5.sequence	33.53	33.53
550.L5S249.s.5.sequence	31.98	31.98
1841.T21296	24.0	24.0
1841.T21298	33.0	33.0
550.L5S173.s.5.sequence	33.46	33.46
2010.1287	34.0	34.0
10317.000002940	66.0	66.0
1841.T21044	23.0	23.0
1841.T20079	22.0	22.0
2024.visit3.MNIH50N.BFD10I.O	25.0	25.0
1774.276.Oral.Puer	41.0	41.0
1841.T21048	23.0	23.0
10317.000033592	46.0	46.0
10317.000033593	44.0	44.0
10317.000028917	72.0	72.0
10317.000002881	44.0	44.0
550.L6S81.s.6.sequence	32.38	32.38
550.L6S266.s.6.sequence	32.92	32.92
2202.Saliva274	26.0	26.0
550.L6S145.s.6.sequence	32.57	32.57
2202.Saliva275	26.0	26.0
10317.000008203	47.0	47.0
10317.000013869	20.0	20.0
2202.Saliva277	26.0	26.0
550.L5S238.s.5.sequence	31.95	31.95
10317.000015277	62.0	62.0
2202.Saliva216	26.0	26.0
10317.000060263	66.0	66.0
2202.Saliva273	26.0	26.0
550.L6S279.s.6.sequence	32.95	32.95
1841.T20803	22.0	22.0
1774.441.Oral.Puer	40.0	40.0
10317.000007126	21.0	21.0
10317.000007125	21.0	21.0
10317.000004849	67.0	67.0
550.L5S142.s.5.sequence	33.29	33.29
550.L6S152.s.6.sequence	32.59	32.59
1841.T21020	22.0	22.0
550.L5S113.s.5.sequence	33.18	33.18
2024.final.MNIH81NP.BFG10C.O	20.0	20.0
550.L5S108.s.5.sequence	33.16	33.16
2010.1714	22.0	22.0
2202.Saliva279	26.0	26.0
550.L6S255.s.6.sequence	32.89	32.89
550.L6S30.s.6.sequence	32.21	32.21
10317.000014938	73.0	73.0
10317.000068137	40.0	40.0
1841.T20658	21.0	21.0
1841.T20659	20.0	20.0
2202.Saliva283	26.0	26.0
550.L6S92.s.6.sequence	32.41	32.41
1841.T20651	21.0	21.0
1841.T20652	22.0	22.0
1841.T20654	21.0	21.0
1841.T20656	21.0	21.0
11052.2.28.14.rk.t	37.0	37.0
10317.000021308	67.0	67.0
1841.T21498	22.0	22.0
2010.1622	22.0	22.0
10052.MG.O25	35.0	35.0
2010.2776	24.0	24.0
10052.MG.O22	23.0	23.0
10317.000006914	50.0	50.0
2024.visit2.MNIH55N.BFC10S.O	34.0	34.0
10317.000014055	42.0	42.0
10317.000030968	54.0	54.0
10317.000017778	33.0	33.0
10317.000006852	73.0	73.0
550.L6S49.s.6.sequence	32.28	32.28
550.L6S185.s.6.sequence	32.68	32.68
2024.visit4.MNIH62O.BFE10C.O	31.0	31.0
550.L6S168.s.6.sequence	32.64	32.64
10317.000015181	55.0	55.0
1774.375.Oral.Puer	52.0	52.0
1841.T20802	20.0	20.0
550.L6S23.s.6.sequence	32.19	32.19
2024.birth.MNIH50N.BFF106.O	25.0	25.0
2010.1565	35.0	35.0
550.L5S189.s.5.sequence	33.5	33.5
2202.Saliva59	26.0	26.0
2202.Saliva58	26.0	26.0
10317.000041344	46.0	46.0
550.L6S98.s.6.sequence	32.43	32.43
1841.T20540	23.0	23.0
2202.Saliva55	26.0	26.0
550.L5S112.s.5.sequence	33.18	33.18
2202.Saliva54	26.0	26.0
2202.Saliva57	26.0	26.0
10317.000032820	47.0	47.0
550.L6S159.s.6.sequence	32.61	32.61
550.L6S233.s.6.sequence	32.82	32.82
10317.000063288	29.0	29.0
2024.visit2.MNIH59N.BFC107.O	20.0	20.0
10317.000003321	68.0	68.0
550.L5S179.s.5.sequence	33.48	33.48
10317.000065584	59.0	59.0
550.L6S40.s.6.sequence	32.26	32.26
10317.000005901	29.0	29.0
550.L6S8.s.6.sequence	32.14	32.14
11052.3.26.14.rk.t	37.389	37.389
10317.000049751	37.0	37.0
10317.000049752	37.0	37.0
1841.T20765b	21.0	21.0
2024.visit4.MNIH06UP.BFE119.O	36.0	36.0
10317.000004931	63.0	63.0
550.L6S122.s.6.sequence	32.49	32.49
550.L6S120.s.6.sequence	32.49	32.49
11052.3.17.14.rk.t	37.364	37.364
550.L6S272.s.6.sequence	32.94	32.94
1841.T20818	20.0	20.0
1841.T20819	21.0	21.0
